Synset	T	V	N	Parsed Definition
202453321	ward off	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	obviate	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	forfend	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	forefend	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	debar	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	head off	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	avert	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202454939	police	maintain	security	(S1 (S (VP (VB maintain)(NP (NP (DT the)(NN security))(PP (IN of)(PP (IN by)(S (VP (VBG carrying)(PRT (RP out))(NP (DT a)(NN patrol))))))))))#
202454939	patrol	maintain	security	(S1 (S (VP (VB maintain)(NP (NP (DT the)(NN security))(PP (IN of)(PP (IN by)(S (VP (VBG carrying)(PRT (RP out))(NP (DT a)(NN patrol))))))))))#
202458747	canvass	solicit	votes	(S1 (S (VP (VB solicit)(NP (NP (NNS votes))(PP (IN from)(NP (NP (JJ potential)(NNS voters))(PP (IN in)(NP (DT an)(JJ electoral)(NN campaign)))))))))#
202458747	canvas	solicit	votes	(S1 (S (VP (VB solicit)(NP (NP (NNS votes))(PP (IN from)(NP (NP (JJ potential)(NNS voters))(PP (IN in)(NP (DT an)(JJ electoral)(NN campaign)))))))))#
202461314	vote	cast	vote	(S1 (S (VP (VB cast)(NP (DT a)(NN vote)))))#
202462386	vote	express	opinion	(S1 (S (VP (VB express)(NP (NP (DT a)(NN choice))(CC or)(NP (NN opinion))))))#
202465297	probate	establish	validity	(S1 (S (VP (VB establish)(NP (NP (DT the)(JJ legal)(NN validity))(PP (IN of)(NP (-LRB- -LRB-)(NP (NNS wills)(CC and)(JJ other)(NNS documents))(-RRB- -RRB-)))))))#
202472958	cross-index	make	index	(S1 (S (VP (VB make)(NP (NP (DT an)(NN index))(SBAR (WHNP (WDT that))(S (VP (VBZ refers)(PP (PP (IN from)(NP (CD one)(NN point)))(PP (TO to)(NP (DT the)(JJ next)))))))))))#
202473688	vote out	thwart	passage	(S1 (S (VP (VB thwart)(NP (NP (DT the)(NN passage))(PP (IN of))))))#
202473688	vote down	thwart	passage	(S1 (S (VP (VB thwart)(NP (NP (DT the)(NN passage))(PP (IN of))))))#
202473688	kill	thwart	passage	(S1 (S (VP (VB thwart)(NP (NP (DT the)(NN passage))(PP (IN of))))))#
202473688	shoot down	thwart	passage	(S1 (S (VP (VB thwart)(NP (NP (DT the)(NN passage))(PP (IN of))))))#
202473688	defeat	thwart	passage	(S1 (S (VP (VB thwart)(NP (NP (DT the)(NN passage))(PP (IN of))))))#
202476518	confirm	support	person	(S1 (S (VP (VB support)(NP (NP (DT a)(NN person))(PP (IN for)(NP (DT a)(NN position)))))))#
202477135	affranchise	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202477135	enfranchise	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202477334	cancel	declare	void	(S1 (S (VP (VB declare)(NP (NN null)(CC and)(NN void)))))#
202477334	strike down	declare	void	(S1 (S (VP (VB declare)(NP (NN null)(CC and)(NN void)))))#
202482139	segregate	practice	policy	(S1 (S (VP (VB practice)(NP (NP (DT a)(NN policy))(PP (IN of)(NP (JJ racial)(NN segregation)))))))#
202486534	pick up	meet	someone	(S1 (S (VP (VB meet)(NP (NP (NN someone))(PP (IN for)(NP (JJ sexual)(NNS purposes)))))))#
202486693	ask out	make	date	(S1 (S (VP (VB make)(NP (DT a)(NN date)))))#
202486693	invite out	make	date	(S1 (S (VP (VB make)(NP (DT a)(NN date)))))#
202486693	take out	make	date	(S1 (S (VP (VB make)(NP (DT a)(NN date)))))#
202487573	call in	pay	visit	(S1 (S (VP (VB pay)(NP (DT a)(JJ brief)(NN visit)))))#
202487573	call	pay	visit	(S1 (S (VP (VB pay)(NP (DT a)(JJ brief)(NN visit)))))#
202487573	visit	pay	visit	(S1 (S (VP (VB pay)(NP (DT a)(JJ brief)(NN visit)))))#
202489363	mismarry	marry	partner	(S1 (S (VP (VB marry)(NP (DT an)(JJ unsuitable)(NN partner)))))#
202489456	marry	perform	ceremony	(S1 (S (VP (VB perform)(NP (DT a)(NN marriage)(NN ceremony)))))#
202489456	wed	perform	ceremony	(S1 (S (VP (VB perform)(NP (DT a)(NN marriage)(NN ceremony)))))#
202489456	tie	perform	ceremony	(S1 (S (VP (VB perform)(NP (DT a)(NN marriage)(NN ceremony)))))#
202489456	splice	perform	ceremony	(S1 (S (VP (VB perform)(NP (DT a)(NN marriage)(NN ceremony)))))#
202490430	pair off	form	pairs	(S1 (S (VP (VB form)(NP (NP (DT a)(NN pair))(CC or)(NP (NNS pairs))))))#
202490430	partner off	form	pairs	(S1 (S (VP (VB form)(NP (NP (DT a)(NN pair))(CC or)(NP (NNS pairs))))))#
202490430	pair	form	pairs	(S1 (S (VP (VB form)(NP (NP (DT a)(NN pair))(CC or)(NP (NNS pairs))))))#
202490430	couple	form	pairs	(S1 (S (VP (VB form)(NP (NP (DT a)(NN pair))(CC or)(NP (NNS pairs))))))#
202490634	divorce	get	divorce	(S1 (S (VP (VB get)(NP (DT a)(NN divorce)))))#
202490634	split up	get	divorce	(S1 (S (VP (VB get)(NP (DT a)(NN divorce)))))#
202491262	jubilate	celebrate	jubilee	(S1 (S (VP (VB celebrate)(NP (DT a)(NN jubilee)))))#
202493666	ban	forbid	distribution	(S1 (S (VP (VB forbid)(NP (NP (DT the)(JJ public)(NN distribution))(PP (IN of)(-LRB- -LRB-)(NP (NP (DT a)(NN movie))(CC or)(NP (DT a)(NN newspaper)))(-RRB- -RRB-))))))#
202493666	censor	forbid	distribution	(S1 (S (VP (VB forbid)(NP (NP (DT the)(JJ public)(NN distribution))(PP (IN of)(-LRB- -LRB-)(NP (NP (DT a)(NN movie))(CC or)(NP (DT a)(NN newspaper)))(-RRB- -RRB-))))))#
202493876	embargo	ban	publication	(S1 (S (VP (VB ban)(NP (NP (DT the)(NN publication))(PP (IN of)(NP (NP (PRN (-LRB- -LRB-)(NNS documents)(-RRB- -RRB-))(, ,))(PP (IN as)(PP (IN for)(NP (NN security)(CC or)(NN copyright)(NNS reasons))))))))))#
202497062	set free	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202497062	liberate	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202500397	get it	receive	punishment	(S1 (S (VP (VB receive)(NP (NN punishment)))))#
202500489	catch it	receive	punishment	(S1 (S (VP (VB receive)(NP (NN punishment)))))#
202502916	reject	refuse	membership	(S1 (S (VP (VB refuse)(NP (NN entrance)(CC or)(NN membership)))))#
202502916	turn down	refuse	membership	(S1 (S (VP (VB refuse)(NP (NN entrance)(CC or)(NN membership)))))#
202502916	turn away	refuse	membership	(S1 (S (VP (VB refuse)(NP (NN entrance)(CC or)(NN membership)))))#
202502916	refuse	refuse	membership	(S1 (S (VP (VB refuse)(NP (NN entrance)(CC or)(NN membership)))))#
202505141	turn up the heat	apply	pressure	(S1 (S (VP (VB apply)(NP (JJ great)(CC or)(JJ increased)(NN pressure)))))#
202505141	turn up the pressure	apply	pressure	(S1 (S (VP (VB apply)(NP (JJ great)(CC or)(JJ increased)(NN pressure)))))#
202506924	clamor	compel	someone	(S1 (S (VP (VB compel)(NP (NP (NN someone))(SBAR (S (VP (TO to)(VP (AUX do)(NP (NN something))(PP (IN by)(NP (JJ insistent)(NN clamoring)))))))))))#
202507464	trouble oneself	take	trouble	(S1 (S (VP (VB take)(NP (NP (DT the)(NN trouble))(S (VP (TO to)(VP (AUX do)(NP (NN something)))))))))#(S1 (S (VP (VB concern)(NP (PRP oneself)))))#
202507464	trouble	take	trouble	(S1 (S (VP (VB take)(NP (NP (DT the)(NN trouble))(S (VP (TO to)(VP (AUX do)(NP (NN something)))))))))#(S1 (S (VP (VB concern)(NP (PRP oneself)))))#
202507464	bother	take	trouble	(S1 (S (VP (VB take)(NP (NP (DT the)(NN trouble))(S (VP (TO to)(VP (AUX do)(NP (NN something)))))))))#(S1 (S (VP (VB concern)(NP (PRP oneself)))))#
202507464	inconvenience oneself	take	trouble	(S1 (S (VP (VB take)(NP (NP (DT the)(NN trouble))(S (VP (TO to)(VP (AUX do)(NP (NN something)))))))))#(S1 (S (VP (VB concern)(NP (PRP oneself)))))#
202509287	restrict	limit	access	(S1 (S (VP (VB limit)(NP (NP (NN access))(SBAR (S (VP (TO to))))))))#
202510337	check	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	curb	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	moderate	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	contain	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	hold	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	control	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202510337	hold in	lessen	intensity	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN intensity))(PP (IN of))))))#
202511075	bate	lessen	force	(S1 (S (VP (VB lessen)(NP (NP (DT the)(NN force))(PP (IN of))))))#
202511424	thermostat	control	temperature	(S1 (S (VP (VB control)(NP (NP (DT the)(NN temperature))(PP (IN with)(NP (DT a)(NN thermostat)))))))#
202511551	regulate	impose	regulations	(S1 (S (VP (VB impose)(NP (NNS regulations)))))#
202511551	regularize	impose	regulations	(S1 (S (VP (VB impose)(NP (NNS regulations)))))#
202511551	regularise	impose	regulations	(S1 (S (VP (VB impose)(NP (NNS regulations)))))#
202511551	order	impose	regulations	(S1 (S (VP (VB impose)(NP (NNS regulations)))))#
202511551	govern	impose	regulations	(S1 (S (VP (VB impose)(NP (NNS regulations)))))#
202513048	stratify	develop	castes	(S1 (S (VP (VB develop)(NP (NP (JJ different)(JJ social)(NNS levels))(, ,)(NP (NNS classes))(, ,)(CC or)(NP (NNS castes))))))#
202519494	attitudinize	assume	attitudes	(S1 (S (VP (VB assume)(NP (JJ certain)(JJ affected)(NNS attitudes)))))#
202519494	attitudinise	assume	attitudes	(S1 (S (VP (VB assume)(NP (JJ certain)(JJ affected)(NNS attitudes)))))#
202521816	demonstrate	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN demonstration)))))))#
202521816	march	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN demonstration)))))))#
202522864	manage	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN goal)))))#
202522864	pull off	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN goal)))))#
202522864	negociate	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN goal)))))#
202522864	bring off	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN goal)))))#
202522864	carry off	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN goal)))))#
202533282	check	make	investigation	(S1 (S (VP (VB make)(NP (DT an)(NN examination)(CC or)(NN investigation)))))#
202533508	countercheck	check	time	(S1 (S (VP (VB check)(NP (DT a)(JJ second)(NN time)))))#
202533748	democratize	introduce	reforms	(S1 (S (VP (VB introduce)(NP (JJ democratic)(NNS reforms)))))#
202533748	democratise	introduce	reforms	(S1 (S (VP (VB introduce)(NP (JJ democratic)(NNS reforms)))))#
202534307	dispense	grant	dispensation	(S1 (S (VP (VB grant)(NP (DT a)(NN dispensation)))))#(S1 (S (VP (VB grant)(NP (DT an)(NN exemption)))))#
202535716	break away	interrupt	activity	(S1 (S (VP (VB interrupt)(NP (DT a)(VBN continued)(NN activity)))))#
202535716	break	interrupt	activity	(S1 (S (VP (VB interrupt)(NP (DT a)(VBN continued)(NN activity)))))#
202538086	bond	create	ties	(S1 (S (VP (VB create)(NP (ADJP (JJ social)(CC or)(JJ emotional))(NNS ties)))))#
202538086	attach	create	ties	(S1 (S (VP (VB create)(NP (ADJP (JJ social)(CC or)(JJ emotional))(NNS ties)))))#
202538086	bind	create	ties	(S1 (S (VP (VB create)(NP (ADJP (JJ social)(CC or)(JJ emotional))(NNS ties)))))#
202538086	tie	create	ties	(S1 (S (VP (VB create)(NP (ADJP (JJ social)(CC or)(JJ emotional))(NNS ties)))))#
202540347	grow up	become	adult	(S1 (S (VP (VB become)(NP (DT an)(NN adult)))))#
202540445	come of age	reach	age	(S1 (S (VP (VB reach)(NP (NP (DT a)(JJ certain)(NN age))(SBAR (WHNP (WDT that))(S (VP (VBZ marks)(NP (NP (DT a)(NN transition))(PP (TO to)(NP (NN maturity)))))))))))#
202544191	override	counteract	operation	(S1 (S (VP (VB counteract)(NP (NP (DT the)(JJ normal)(NN operation))(PP (IN of)(-LRB- -LRB-)(NP (NP (DT an)(JJ automatic)(NN gear)(NN shift))(PP (IN in)(NP (DT a)(NN vehicle))))(-RRB- -RRB-))))))#
202545939	bell the cat	take	risk	(S1 (S (VP (VB take)(NP (DT a)(NN risk)))))#(S1 (S (VP (VB perform)(NP (DT a)(JJ daring)(NN act)))))#
202551501	redeem	restore	worth	(S1 (S (VP (VB restore)(NP (NP (DT the)(NN honor)(CC or)(NN worth))(PP (IN of))))))#
202554422	foster	promote	growth	(S1 (S (VP (VB promote)(NP (NP (DT the)(NN growth))(PP (IN of))))))#
202554422	further	promote	growth	(S1 (S (VP (VB promote)(NP (NP (DT the)(NN growth))(PP (IN of))))))#
202554797	brevet	promote	somebody	(S1 (S (VP (VB promote)(NP (NP (NN somebody))(PP (IN by)(NP (NN brevet)))(, ,)(PP (IN in)(NP (DT the)(NN military)))))))#
202558811	short-circuit	hamper	progress	(S1 (S (VP (VB hamper)(NP (NP (DT the)(NN progress))(PP (IN of))))))#
202559199	undo	cause	downfall	(S1 (S (VP (VB cause)(NP (NP (NP (DT the)(VB ruin))(CC or)(NP (NN downfall)))(PP (IN of))))))#
202560021	stay	stop	process	(S1 (S (VP (VB stop)(NP (DT a)(JJ judicial)(NN process)))))#
202560164	enforce	ensure	observance	(S1 (S (VP (VB ensure)(NP (NP (NN observance))(PP (IN of)(NP (NNS laws)(CC and)(NNS rules)))))))#
202560164	apply	ensure	observance	(S1 (S (VP (VB ensure)(NP (NP (NN observance))(PP (IN of)(NP (NNS laws)(CC and)(NNS rules)))))))#
202560164	implement	ensure	observance	(S1 (S (VP (VB ensure)(NP (NP (NN observance))(PP (IN of)(NP (NNS laws)(CC and)(NNS rules)))))))#
202565687	sin	commit	sin	(S1 (S (VP (VB commit)(NP (DT a)(NN sin)))))#(S1 (S (VP (VB violate)(NP (NP (NP (DT a)(NN law))(PP (IN of)(NP (NNP God))))(CC or)(NP (DT a)(JJ moral)(NN law))))))#
202565687	transgress	commit	sin	(S1 (S (VP (VB commit)(NP (DT a)(NN sin)))))#(S1 (S (VP (VB violate)(NP (NP (NP (DT a)(NN law))(PP (IN of)(NP (NNP God))))(CC or)(NP (DT a)(JJ moral)(NN law))))))#
202565687	trespass	commit	sin	(S1 (S (VP (VB commit)(NP (DT a)(NN sin)))))#(S1 (S (VP (VB violate)(NP (NP (NP (DT a)(NN law))(PP (IN of)(NP (NNP God))))(CC or)(NP (DT a)(JJ moral)(NN law))))))#
202567422	trespass	break	law	(S1 (S (VP (VB break)(NP (DT the)(NN law)))))#
202568065	profane	violate	character	(S1 (S (VP (VB violate)(NP (NP (DT the)(JJ sacred)(NN character))(PP (IN of)(NP (NP (DT a)(NN place))(CC or)(NP (NN language))))))))#
202568065	outrage	violate	character	(S1 (S (VP (VB violate)(NP (NP (DT the)(JJ sacred)(NN character))(PP (IN of)(NP (NP (DT a)(NN place))(CC or)(NP (NN language))))))))#
202568065	desecrate	violate	character	(S1 (S (VP (VB violate)(NP (NP (DT the)(JJ sacred)(NN character))(PP (IN of)(NP (NP (DT a)(NN place))(CC or)(NP (NN language))))))))#
202568065	violate	violate	character	(S1 (S (VP (VB violate)(NP (NP (DT the)(JJ sacred)(NN character))(PP (IN of)(NP (NP (DT a)(NN place))(CC or)(NP (NN language))))))))#
202570684	break in	enter	someone	(S1 (S (VP (VB enter)(NP (NP (NN someone))('' '')(PP (PP (NP (NNP s)(PRN (-LRB- -LRB-)(ADJP (JJ virtual)(CC or)(JJ real))(-RRB- -RRB-))(NN property))(IN in)(NP (DT an)(JJ unauthorized)(NN manner)))(, ,)(RB usually)(PP (IN with)(NP (DT the)(NN intent)(S (V
202570684	break	enter	someone	(S1 (S (VP (VB enter)(NP (NP (NN someone))('' '')(PP (PP (NP (NNP s)(PRN (-LRB- -LRB-)(ADJP (JJ virtual)(CC or)(JJ real))(-RRB- -RRB-))(NN property))(IN in)(NP (DT an)(JJ unauthorized)(NN manner)))(, ,)(RB usually)(PP (IN with)(NP (DT the)(NN intent)(S (V
202571511	heist	commit	burglary	(S1 (S (VP (VB commit)(NP (DT a)(NN burglary)))))#
202571511	burglarize	commit	burglary	(S1 (S (VP (VB commit)(NP (DT a)(NN burglary)))))#
202571511	burglarise	commit	burglary	(S1 (S (VP (VB commit)(NP (DT a)(NN burglary)))))#
202571511	burgle	commit	burglary	(S1 (S (VP (VB commit)(NP (DT a)(NN burglary)))))#
202571768	condition	establish	response	(S1 (S (VP (VB establish)(NP (DT a)(VBN conditioned)(NN response)))))#
202573031	shark	play	shark	(S1 (S (VP (VB play)(NP (DT the)(NN shark)))))#
202573275	cheat	deprive	somebody	(S1 (S (VP (VB deprive)(NP (NP (NN somebody))(PP (IN of)(NP (NP (NN something))(PP (IN by)(NP (NN deceit)))))))))#
202573275	rip off	deprive	somebody	(S1 (S (VP (VB deprive)(NP (NP (NN somebody))(PP (IN of)(NP (NP (NN something))(PP (IN by)(NP (NN deceit)))))))))#
202573275	chisel	deprive	somebody	(S1 (S (VP (VB deprive)(NP (NP (NN somebody))(PP (IN of)(NP (NP (NN something))(PP (IN by)(NP (NN deceit)))))))))#
202575723	play tricks	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	play a trick on	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	pull a fast one on	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	fox	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	trick	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	play a joke on	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	flim-flam	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202575723	fob	deceive	somebody	(S1 (S (VP (VB deceive)(NP (NN somebody)))))#
202581477	prosecute	bring	action	(S1 (S (VP (VB bring)(NP (NP (DT a)(JJ criminal)(NN action))(PP (IN against)(PRN (-LRB- -LRB-)(PP (IN in)(NP (DT a)(NN trial)))(-RRB- -RRB-)))))))#
202583139	arise	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN rebellion)))))))#(S1 (S (VP (VB renounce)(NP (DT a)(JJ former)(NN allegiance)))))#
202583139	rise	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN rebellion)))))))#(S1 (S (VP (VB renounce)(NP (DT a)(JJ former)(NN allegiance)))))#
202583139	rise up	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN rebellion)))))))#(S1 (S (VP (VB renounce)(NP (DT a)(JJ former)(NN allegiance)))))#
202583139	rebel	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN rebellion)))))))#(S1 (S (VP (VB renounce)(NP (DT a)(JJ former)(NN allegiance)))))#
202584661	riot	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (DT a)(NN riot)))))))#
202585259	rumpus	cause	disturbance	(S1 (S (VP (VB cause)(NP (DT a)(NN disturbance)))))#
202588871	pal	become	friends	(S1 (S (VP (VB become)(NP (NNS friends)))))#
202588871	pal up	become	friends	(S1 (S (VP (VB become)(NP (NNS friends)))))#
202588871	chum up	become	friends	(S1 (S (VP (VB become)(NP (NNS friends)))))#
202590253	take	develop	habit	(S1 (S (VP (VB develop)(NP (DT a)(NN habit)))))#
202594469	stampede	cause	mass	(S1 (S (VP (VB cause)(NP (NP (DT a)(NN group)(CC or)(NN mass))(PP (IN of)(NP (NP (NNS people))(SBAR (S (VP (TO to)(VP (VB act)(PP (IN on)(NP (NP (DT an)(NN impulse))(ADVP (CC or)(RB hurriedly)(CC and)(RB impulsively))))))))))))))#
202595234	make a point	make	point	(S1 (S (VP (VB make)(NP (NP (DT a)(NN point))(PP (IN of)(S (VP (VBG doing)(NP (NN something)))))))))#
202595234	make sure	make	point	(S1 (S (VP (VB make)(NP (NP (DT a)(NN point))(PP (IN of)(S (VP (VBG doing)(NP (NN something)))))))))#
202600779	take to	develop	habit	(S1 (S (VP (VB develop)(NP (DT a)(NN habit)))))#
202600948	begin	begin	event	(S1 (S (VP (VB begin)(NP (NP (DT an)(NN event))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN implied)(CC and)(VBN limited)(PP (IN by)(NP (NP (DT the)(ADJP (NN nature)(CC or)(JJ inherent))(NN function))(PP (IN of)(NP (DT the)(JJ direct)(NN object)))))))))
202600948	start	begin	event	(S1 (S (VP (VB begin)(NP (NP (DT an)(NN event))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN implied)(CC and)(VBN limited)(PP (IN by)(NP (NP (DT the)(ADJP (NN nature)(CC or)(JJ inherent))(NN function))(PP (IN of)(NP (DT the)(JJ direct)(NN object)))))))))
202607830	stretch	occupy	area	(S1 (S (VP (VB occupy)(NP (DT a)(JJ large)(, ,)(JJ elongated)(NN area)))))#
202607830	stretch along	occupy	area	(S1 (S (VP (VB occupy)(NP (DT a)(JJ large)(, ,)(JJ elongated)(NN area)))))#
202609439	set in	enter	state	(S1 (S (VP (VB enter)(NP (DT a)(JJ particular)(NN state)))))#
202609439	kick in	enter	state	(S1 (S (VP (VB enter)(NP (DT a)(JJ particular)(NN state)))))#
202611630	delimitate	determine	quality	(S1 (S (VP (VB determine)(NP (NP (DT the)(JJ essential)(NN quality))(PP (IN of))))))#
202611630	specify	determine	quality	(S1 (S (VP (VB determine)(NP (NP (DT the)(JJ essential)(NN quality))(PP (IN of))))))#
202611630	define	determine	quality	(S1 (S (VP (VB determine)(NP (NP (DT the)(JJ essential)(NN quality))(PP (IN of))))))#
202611630	delineate	determine	quality	(S1 (S (VP (VB determine)(NP (NP (DT the)(JJ essential)(NN quality))(PP (IN of))))))#
202611630	delimit	determine	quality	(S1 (S (VP (VB determine)(NP (NP (DT the)(JJ essential)(NN quality))(PP (IN of))))))#
202613275	worship	attend	services	(S1 (S (VP (VB attend)(NP (JJ religious)(NNS services)))))#
202614387	live	lead	kind	(S1 (S (VP (VB lead)(NP (NP (DT a)(JJ certain)(NN kind))(PP (IN of)(NP (NN life)))))))#
202614970	live	pursue	existence	(S1 (S (VP (VB pursue)(NP (DT a)(ADJP (JJ positive)(CC and)(JJ satisfying))(NN existence)))))#
202616713	exist	support	oneself	(S1 (S (VP (VB support)(NP (PRP oneself)))))#
202616713	survive	support	oneself	(S1 (S (VP (VB support)(NP (PRP oneself)))))#
202616713	live	support	oneself	(S1 (S (VP (VB support)(NP (PRP oneself)))))#
202616713	subsist	support	oneself	(S1 (S (VP (VB support)(NP (PRP oneself)))))#
202621133	make	constitute	essence	(S1 (S (VP (VB constitute)(NP (NP (DT the)(NN essence))(PP (IN of))))))#
